,info,name
169,暂无歌手信息,Mija
170,暂无歌手信息,Folk9
171,"
            Ashram，意大利的新古典乐团名。在近几年迷倒无数阴暗派乐迷，通过01年的EP《For My Sun》和次年的同名专辑《Ashram》，他们彻底打响了全世界范围的知名度。成员只有三个人：Luigi Rubino (piano)，Sergio Panarella (vocals) 以及Argine的成员Alfredo Notarlobert (violin)。音乐是极简的，大多数时候只有古典钢琴和小提琴的伴奏。他们的Sergio有十分特别的高音。歌词都非常简约，他们把作品精神更多的赋予了歌曲的旋律。
    ",Ashram
172,"
            Sheppard是来自澳大利亚的独立流行乐队，队名来由是该乐队创始人是Sheppard家三人。2014年发行单曲Geronimo获得澳大利亚单曲榜三周冠军，并在多国有前十的成绩，一举成名。
    ",Sheppard
173,暂无歌手信息,Jory Boy
174,"菲丝・希尔 （Faith Hill，又译作费丝・希尔），本名Audrey Faith Perry，1967年9月21日出生于美国密西西比州的杰克逊。美国乡村音乐歌手，由于她在商业上的成功以及与美国著名乡村音乐歌手蒂姆・麦格罗（Tim McGraw）的婚姻而广为人知。2000年10月4日，第34届美国乡村音乐协会奖(CMA)揭晓，菲丝・希尔荣获了""年度最佳女歌手奖""。并入选了美国《人物》(People)杂志""最美丽50人""，与凯瑟琳・泽塔・琼斯(Catherine Zeta Jones)、朱莉娅・罗伯茨(Julia Roberts)等世界级大明星共享荣誉。
蓬松的金色短发，淡褐色的眼睛，美丽的姣容和身材，一身清爽的运动形象，这就是美国的乡村女歌手菲丝 希尔。她的嗓音异常优美，甜美的乐感能抓住每个人的心灵。出道仅仅6年间，菲丝 希尔就已经卖出唱片1100万张，并有8首单曲和10部唱片名列排行榜第一，近年来几乎每个音乐奖项都有她的提名、每个颁奖典礼都有她的获奖记录。美国人以她为荣，称她为""国民天后""。　　菲丝 希尔的全名是Audrey Faith Perry Hill，1967年9月21日出生于美国密西西比州的杰克肯，她从小在乡村小镇长大，7岁时就在家庭聚会上开始演唱。17岁那年，当地举行了牛仔竞技会，她组织起了一支乐队进行表演。不久她到了一个音乐发行商那里从事秘书工作。一个巧合的机遇，她的音乐天分被歌手Gary Morris发现，后者力劝她放弃秘书的工作，改行成为一名歌手。从此，随着她的歌声，她开始崛起了。　
菲丝 希尔陆续灌制了一些畅销曲，如“I Would Be Stronger Than That”、“Just About Now”等。她的第一首乡村音乐单曲“Wild One”一出击，就登上了乡村音乐排行榜的首位。1996年10月6日她在美国路易斯安那州，与同为乡村歌手的提姆 克劳举行了婚礼。1997年，她与丈夫提姆 克劳共同录制的《It's Your Love》，登上了排行榜的首位，并为她带来了美国乡村音乐协会奖(CMA)。",Faith Hill
175,暂无歌手信息,Honey Pot
176,"
",黑撒
177,"Foxygen is an American indie rock duo originally formed in Westlake Village, California in 2005 by Jonathan Rado and Sam France, ""high school kids obsessed with the Brian Jonestown Massacre"".

After their formation in 2005, the band played wildly experimental music, which featured many influences from 60s psychedelia and avant-garde. They self-released many EPs between 2007 and 2011, only a few of which are still available. In early 2011, they were 'discovered' by famed producer Richard Swift, with whom they recorded their Take the Kids Off Broadway EP, which was also self-released at some point in mid-2011.The group were later signed on to Jagjaguwar Records. Their first studio album, Take the Kids Off Broadway, was released by Jagjaguwar on July 24, 2012.

On January 22, 2013, Jagjaguwar will release Foxygen’s second album, We Are the 21st Century Ambassadors of Peace & Magic. This album was produced by Richard Swift and recorded at his National Freedom studio earlier this year. ""Shuggie,"" the first single from the record, was released on October 4, 2012.


Studio Albums：
Take the Kids Off Broadway (2012)
We Are the 21st Century Ambassadors of Peace and Magic (2013)

Extended Plays：
Kill Art (2009)
Ghettoplastikk! (2009)
Take the Kids Off Broadway (2011)
EP 2011 (2011)
Electric Sun Machine (20??)

Singles：
""Shuggie"" (2012)
",Foxygen
178,暂无歌手信息,FoXLvis
179,"蔡依林（1980年9月15日－）台湾的华语流行音乐女歌手，拥有四分之一原住民巴布拉族的血统。蔡依林于1999年以一曲“和世界做邻居”出道，与当时同期发片的孙燕姿、萧亚轩、周蕙并称台湾四小天后。

蔡依林经历了合约纠纷、整型疑云等风波，以加盟新东家新力唱片的首张音乐大碟《看我72变》专辑重新复出，在销售量与音乐品质获得极大成功，再度的走红歌坛，同时她也带动台湾的流行风潮，并以《舞娘》光荣的拿下第十八届台湾金曲奖“最佳国语女歌手”与“观众票选最受欢迎女歌手”的殊荣，在华语乐坛已成为天后地位，亦属极有影响力的人物。

1998年4月，还在景美女中上学的蔡依林，在MTV音乐台举办的《新生卡位战》音乐大赛脱颖而出，夺得当时的冠军。同年5月份，她以第一名征试成绩进入辅大外文系。1999年3月蔡依林正式与环球音乐签约。担任年度7-11形象代言人的蔡依林以一曲“和世界做邻居”走红歌坛并于9月发行第一张个人专辑《Jolin 1019》成功的打响知名度，被媒体封为少男杀手。

在2000年4月发行了《Don't Stop》第二张专辑，果然承袭上一张的买气及人气，缔造出蔡依林历年最畅销的作品，高达45万张的销售量。2000年12月第三张专辑《Show Your Love》是蔡依林的转型作品，这张专辑尝试了许多动感舞曲，也让蔡依林酝酿了天后之风的气势。2001年7月合约最后一张专辑《Lucky Number》因与当时的经纪公司大声工作室有帐目不清，导致宣传停摆，影响了专辑销售量及收入。蔡依林经历了与大声工作室的合约纠纷，2002年7月签进新力音乐唱片公司。2003年3月发行了《看我72变》专辑，一经推出即获得巨大成功。由于成功的行销计划、以及首首传唱的歌曲，使蔡依林重新站上一线歌手之列，更一举夺下当年最畅销女歌手，以36万张的成绩傲视歌坛。

2006年2月，蔡依林加盟新东家Capitol唱片，这使蔡依林跃向国际舞台。于5月发行了首张加盟大碟《舞娘》，这张专辑为蔡依林带来了不只是当年度台湾销量总冠军，也让一直跟金曲奖绝缘的蔡依林在第18届金曲奖中一举获得最佳女歌手及票选最受欢迎女歌手奖，成为史无前例的双料“金曲歌后”。

2007年9月，蔡依林以特务造型风为题材发行了第2张加盟大碟《特务J》，此专辑不但横跨英国、法国和泰国三国家拍摄音乐录影带和音乐电影，为了音乐电影Jolin也去苦练钢管舞和无重力旋转彩带。11月蔡依林因在亚洲声势大噪而被EMI总公司相中，与澳洲天后凯莉・米洛Kylie Ann Minogue对唱《In My Arms》。

2008年，原订于3月发行的英文书《爱的练习语》，唱片公司以内地批文为由不断将发行日期往后延宕，但此举动引发了歌迷以及外界媒体的揣测，因为与金牌大风(EMI改名后)的合约是最后一张专辑，对于蔡依林一旦发行《爱的练习语》而约满后离开，是给处在人事变动的金牌大风一大打击，而故意拖延蔡依林离开的策略。 这张英文专辑虽然仅销售3万张，但还是拿下台湾年度西洋唱片冠军。



2009年，发行了加盟华纳音乐的首张专辑《花蝴蝶》，在此张专辑中的舞蹈风格融入了街头爵士舞、芭蕾。《花蝴蝶》预购成绩突破12万张的纪录并在G-music榜首周创下史上最高的销售百分比68.11%。蔡依林勇于突破自我、甩开包袱，希望忠实呈现自己。

",蔡依林
180,暂无歌手信息,Mighty Mo Rodgers
181,暂无歌手信息,Headhunterz
182,"意大利钢琴家和作曲家 Ludovico Einaudi 鲁多维科・艾奥迪 1955年出生于意大利都灵，他的母亲也是一位钢琴家，从小就受到了钢琴音乐的熏陶。在米兰音乐学院学习时获得了意大利著名的作曲家、指挥家和音乐教育家 Luciano Berio 卢西恩・贝利奥 的指导，并获得了作曲学位。他的音乐总被认为是容易接近和可信的，被描述为最低纲领主义者，古典，氛围，当代和深动感人的受欢迎的声音，曲风深受巴哈、莫扎特、肖邦等音乐家的影响，古典大气而不乏现代感。

97年BMG出版了他的电子竖琴作品《Stanze》，一年后，他的一组钢琴独奏小品《Le Onde》问世。02年3月，《Eden Roc》进入英国古典音乐排行榜前十，而作品《I Giorni》自发行至今一直居于排行榜前二十。Ludovico Einaudi 鲁多维科・艾奥迪本来从事比较严肃的交响音乐创作，最初为一些芭蕾舞剧配乐，以古典音乐为主。1996年开始发行自己独特风格的个人专辑《Le Onde》，并获得世人的瞩目和赞誉，此外他还进入电影配乐领域，为电影《Luce Die Miei Occhi》创作的音乐在2002年获得了意大利最佳电影配乐奖，还有其他3个国际奖项。他的作品追求简约主义的风格，吸取了世界音乐和流行音乐的各种元素，宁静优美，又充满沉思和内省的气质。与一些世界音乐圈的大师如亚美尼亚Duduk演奏家 Djivan Gasparian、马里Kora琴演奏家 Ballake Sissoko 的合作，为他的作品增加了更多的地域与音乐融合的表现力。2006年《Divenire 演变》专辑，音乐主题继承了早先作品的思绪和简约风格，除钢琴之外，Ludovico Einaudi 鲁多维科・艾奥迪 扩展他的音乐框架，与利物浦皇家爱乐乐团合作和使用充分的Ipod环路效果，让音乐内涵愈发充满含张力，强烈，忧郁，冥想和美丽。Einaudi早先专门从事古典音乐的创作和电影的配乐，曲风深受巴哈、莫扎特、肖邦和法利亚.M等音乐家的影响。80年代中后期转向更自由的创作风格，意外地和新世纪音乐与极限主义走进同路。意大利音乐家Ludovico Einaudi,鲁多维科.艾奥迪,本来从事比较严肃的交响音乐创作,进入80年代中期之后才开始尝试用新的形态来进行进行音乐制作和电影配音创作,却没有想到因此进入newage领域而一发不可收拾.Ludovico Einaudi无疑有着更为扎实和浑厚的古典钢琴和交响乐作曲功底和才华,使得他的音乐浑然天成,尽管只是独奏,气势依然独到.",Ludovico Einaudi
183,"
            张敬轩（Hins Cheung），香港知名男歌手。祖籍北京，出生于广州，昵称轩仔。中学时在暑假期间经常到广州的酒吧唱歌，因此练就好歌艺。张敬轩签约环球唱片。2007年凭《酷爱》一曲在乐坛颁奖典礼上横扫多个歌曲奖，因而声名大振。2008年《他的故事》一曲成为首支四台冠军歌曲。2008年4月5日－4月7日成功于香港红磡体育馆举行他首个个人演唱会。 
    ",张敬轩
184,暂无歌手信息,vassh
185,暂无歌手信息,Happy End
186,暂无歌手信息,J.Bass
187,"郭采洁（1986年2月19日－），是一名台湾女歌手、女演员，毕业于台北市立松山高级中学、国立台北大学社会工作学系(2008年6月7日)。母亲在她小学时，因难产而辞世。她的经纪公司为娱乐产房，唱片发行公司为华纳音乐。在成为歌手前，是一名平面及电视广告模特儿。在2007年12月25日首次发表第一张专辑《隐形超人》，以“优格女孩”为号出道。发表首张专辑前，曾在多名歌手的音乐录像带亮相。有娃娃音。在出道后，除了歌唱事业外，还参与偶像剧及电影演出、广告拍摄及代言的工作。



出道前，在参加国立台北大学学校歌唱比赛（北韵奖），当时是大学一年级，翻唱艾薇儿歌曲《Why》，夺得冠军而被发掘成为歌手。在2006年郭采洁因家人及前男友""牛奶的弟弟""的关系，选择了牛奶所经营的经纪公司娱乐产房，签下经纪约，接受了一年半的培训。郭采洁曾受F.I.R.飞儿乐团团长陈建宁所赏识，极力争取签下郭采洁，但郭采洁最终仍是选择了娱乐产房。唱片由华纳唱片发行，与陈建宁同属一间公司。在出道前，曾参与Tank的专辑《Fighting！生存之道》中的“我们小时候”音乐录像带演出，因而传出Tank单恋郭采洁绯闻，后来郭采洁的经理人一概否认。



歌唱事业，在出道时被唱片公司打造为“优格女孩”（Ur Girl），意指“优质精选，格外有型”。是华纳唱片2008年度的女新人，被看好为2008年“闪亮新红人”，受柴智屏、瞿友宁及刘玮所推介。同时期是卢学睿发片期，所以部份宣传都与卢学睿一同进行。经历一年多，在2009年5月1日发行第二张个人专辑爱异想。在发片前，郭采洁被封为“水女孩”，意指很容易被事情感动而落泪。Yahoo!奇摩流行音乐公投－新一代“可爱教主”票选中，以过半数压倒其他对手，为新一代“可爱教主”。在5月4日开办了发片记者会，郭采洁在会上获赠一张由华纳音乐大中华区总裁陈泽杉送出的空白机票。八八水灾中捐出新台币十万元赈灾。其第三张个人专辑烟火，已于2010年6月9日发行。


",郭采洁
188,暂无歌手信息,オーギュスト棒
189,"歌手Ryan Dunson自从02年以Rookie of the Year的名义进行个人演出，一炮而红，到今天他已经变化了许多。当时他住在佛罗里达，天天写歌，那时候创作的歌曲就变成了他后来的处女作《Having To Let Go(不得不放手)》。
在Rookie of the Year发迹那年，乐队的音乐受到One Eleven（佛罗里达州 奥兰多）唱片老板Brad Fischetti赏识，同年，ROTY签约成为One Eleven旗下乐队。05年，公司把ROTY的第一张专辑《having to let go》重新发行，ROYTY同时也在为他们的第二张专辑写歌，他们挑选制作人Ed Rose和Matthew Malpass担纲他们第二张专辑《The Goodnight Moon》的制作。
",Rookie of the Year
190,暂无歌手信息,yu-yu
191,暂无歌手信息,A Veil Of Water
192,暂无歌手信息,方雅贤
193,暂无歌手信息,Monomania
194,"The Kinks是英国流行摇滚的奠基人之一，活跃于6、70年代，曲风兼顾迷幻/流行/摇滚。他们和Beatles、The Who还有Rolling Stone乐队并称英国摇滚乐坛“Big Four”，一起掀起了所谓British Invasion，风靡世界乐坛。 　　
和许多流行摇滚乐队一样，The Kinks最大的悲哀就是和Beatles处于同一时代而且曲风相似，所以就算对摇滚再不了解的人也知道披头四或甲壳虫，却不太有人知道还有The Kinks这号人物。不过他们的音乐确实是很优秀的，大概是英国的Big Four里最有必要为大家再认识的乐队。 　　
1963年，The Kinks在英格兰成立。1964年，他们以单曲《You Really Got Me》和《All Day And All Of The Night》开创了重金属摇滚这一新的乐种，富有激情，充满叛逆，深深地撞击着人们被世俗、争斗所牢牢禁锢的心灵。仅仅4年时间，他们便拥有了3首全英冠军单曲，同时这些单曲全部成功打入了美国的Top 10。 

The Kinks没有像The Beatles、The Rolling Stone、The Who那样在音乐上有着大胆地创新或创造了商业上的流行，但是他们也是“不列颠入侵”队伍中重要的一支乐队。像当时的许多乐队一样，他们的出发点也是节奏与布鲁斯或布鲁斯音乐，但是四年之后，他们就已经成为当时英国最坚定的乐队之一。The Kinks为人们描绘出大厅音乐到传统流行音乐以及从乡村音乐、民歌到布鲁斯音乐的英国音乐风景。 
尽管The Kinks从60年代初成立时就表现出高超的创造力，他们却一直被忽视了，甚至在英国，也湮没在The Beatles和The Rolling Stone耀眼的光芒里了。直到60年代末他们才引起人们的注意。70年代，它成为摇滚乐坛上最佳乐队之一，此后20年里，尽管它经历了多次人员、艺术和商业上的危机，但它仍是世界上拥有最多乐迷的乐队之一。 ",The Kinks
195,"I'm About to Come Alive (2007–2010)
Nail signed to MCA Nashville, also a division of Universal Music Group Nashville, in April 2007. His first release for the label was ""I'm About to Come Alive,"" a cover version of a song previously recorded by the alternative rock band Train on its 2003 album My Private Nation. This song, which peaked at number 47 on the country charts, was the first single and title track from his MCA album, which was originally scheduled to be released on August 26, 2008, but was pushed back to August 18, 2009. Its second single, ""Red Light,"" entered Top 40 in May 2009 and peaked at number seven.
Nail's first MCA album was produced by Frank Liddell and Mike Wrucke, the same producers who work for Miranda Lambert. The album includes a duet with Lambert, as well as co-writes with Kenny Chesney and Rascal Flatts' lead singer Gary LeVox, and five songs that Nail co-wrote. ""Turning Home,"" which Chesney co-wrote with Scooter Carusoe, is the album's third single. Chesney had originally planned to record this song himself. The song reached number 20 in 2010.
The Sound of a Million Dreams (2011-present)
In February 2011, Nail released his fifth single, ""Let It Rain,"" which became his third Top 20 country hit in September 2011. It serves as the lead-off single to his upcoming second studio album, The Sound of a Million Dreams, which will be released on November 15, 2011. On October 28, 2011 David Nail was tapped to sing God Bless America during the seventh-inning stretch of the 2011 World Series deciding game seven at Busch Stadium in St. Louis, Missouri.",David Nail
196,暂无歌手信息,Jason Miles
197,"杰森·玛耶（Jason Mraz），1977年出生于美国，弗吉尼亚州列治文。毕业于位于维吉尼亚州梅卡尼克斯维尔（Mechanicsville）的Lee-Davis高中，之后在朗沃德大学学习了一小段时间。后来他到了位于纽约市的美国音乐戏剧学院（American Musical and Dramatic Academy）学习音乐剧。 

在纽约念大学期间，他以吉他创作歌曲，毕业之后更跑到圣迭戈当起街头艺人。在这段时期，杰森·玛耶兹和自称是灵媒的流浪汉成为心灵伙伴，他也开始四处流浪探索人生。在这过程当中，杰森遇到他的贵人：知名音乐人鼓手Toca Rivera。两人一同演出的现场表演纪录，当时在美国网络间广为流传，也因而使Jason Mraz和Elektra唱片公司签下一纸合约。

2002年，Jason Mraz推出首张专辑《Waiting For My Rocket To Come》，专辑一推出随即获得全美热门潜力榜亚军，并获得了白金销售认证，当中的《The Remedy (I Won't Worry) 》、《You and I Both》也都成为传唱度极高的单曲。

2005年发行第二张原创大碟《Mr. A-Z》，立即空降美国告示牌（Billboard）首五名位置，而杰森·玛耶兹擅长把玩文字的创意，也在这张专辑里充分的发挥。在发行两张专辑、参加无数现场表演以及一连串的宣传行程之后，杰森利用一年的时间，让自己回归到一般生活里。在回归简单生活的几个月之后，让他脑中充满源源不绝的创作灵感，集结成他的第三张专辑《We Sing, We Dance, We Steal Things 》，这位被歌迷喻为“悠活才子”的歌手在第三张原创专辑中展现自我。

杰森·玛耶兹能演唱多种音乐类型，包括：流行音乐，摇滚，民族音乐，爵士乐，乡村音乐、Hip Hop等。他曾与多位著名歌手合作，包括：滚石乐队、迪伦、詹姆仕·布朗特、葆拉·科尔、詹姆斯·莫里森、戴夫·马修斯乐队、加文·德格劳、约翰·波珀、艾拉妮丝·莫莉塞特、雷恰尔·亚马加塔、Ohio Players、朱厄尔、科尔比·凱拉特等。",Jason Mraz
198,"
            英国新晋古典电子乐队组合
    ",Clean Bandit
199,暂无歌手信息,Katuchat
200,"
            美国新晋流行女歌手Zella Day 。
代表作 《1965》《East of Eden》《Compass》《Hypnotic》
    ",Zella Day
201,暂无歌手信息,Milt Gabler
202,"五月天（英语译名：Mayday）是一组台湾乐团，成员共有五人。前身为“So Band”乐团，在1997年3月29日改为现名。乐团由阿信（主唱）、怪兽（吉他手）、玛莎（贝斯手）、石头（吉他手）和冠佑（鼓手）组成，除了冠佑以外，其余四人皆毕业自台北市的国立师大附中。五月天出道11年，共发行了7张录音室专辑、2张精选辑和数张演唱会专辑，销售数量颇佳，在各地举办无数巡回演唱会，屡屡创下地方演唱会纪录与商机。

So Band（1995年－1997年）

五月天的前身为“So Band”乐团，由当时就读师大附中的吉他手怪兽（温尚翊）、主唱阿信（陈信宏），以及第一任的鼓手钱佑达在1995年组成。之后贝斯手玛莎（蔡升晏）加入。四人自高中毕业后，分别进入不同的大学就读，但乐团并未停止活动，持续在许多酒吧、餐厅驻唱表演。之后在1997年的野台开唱活动前，加入了吉他手石头（石锦航）。为了报名参加野台开唱，于是他们使用玛莎在网络BBS的代号“MAYDAY”作为团名，并在1997年3月29日野台开唱当天正式改名为“五月天”，并定该日乐团的成军纪念日。
五月天深深受到披头四的影响，认为摇滚乐拥有改变世界的力量，在歌曲中传达爱以及和平的信念，这是所有团员都非常喜欢的团体。

地下到主流（1997年－1999年）

参加野台开唱后，乐团开始将录制的试听带（demo）送到各大唱片公司，希望争取出片的机会。1997年6月，台湾滚石唱片的制作人贾敏恕在听过试听带后，与主唱阿信连络，两个月后五月天就与滚石签约。隔年（1998年）1月乐团参与了角头音乐所发行《ㄞ国歌曲》地下乐团的合辑台湾同志音乐创作2-《拥抱》，于同年7月发行该专辑；其中收录了五月天作品 “拥抱”、“爱情的模样”、“透露”、“雌雄同体”，该专辑歌词与现有专辑作品有稍做修改，大部份词曲都是由五月天担任，并包办所有制作及录音工作。1999年冠佑正式加入五月天。1999年7月7日正式推出首张专辑《五月天第一张创作专辑》，由滚石唱片发行。

爱情万岁与人生海海（1999年－2001年）

2000年7月7日乐团推出第二张专辑《爱情万岁》，销售量超越前一张专辑，达到35万张。五月天也以这张专辑获得第十二届金曲奖的“最佳乐团奖”。2000年8月12日至26日乐团在台北、彰化、高雄举办“十万青年站出来”巡回演唱会。
2001年春天，五月天首次参与电影的配乐制作，为由刘若英、黄品源主演的电影《候鸟》制作配乐并发行了专辑。专辑中大部分的歌曲由五月天作曲，并于演唱其中三首歌。两个月后（2001年7月6日）发行了第三张专辑《人生海海》，销售数字在一个多月后就累积达35万张。2001年8月18日至9月1日五月天举办了第一次的巡回售票演唱会“你要去哪里”，由于乐团成员阿信、怪兽、玛莎将数月后入伍服役，乐团将于这段期间暂时终止活动，此次的巡回演唱会也成为乐团的暂别演唱会。

退伍复出后到“知足”（2001－2005）

在乐团休息期间，2002年他们推出华人音乐史上首部自传式纪录电影《摇滚本事》，并推出同名的原声带专辑。电影在台湾的大型戏院上映，并在三天内获得超过新台币120万的票房成绩。
休息两年后，2003年7月玛莎退伍，五月天在8月16日于台北市立体育场举办“天空之城”大型复出演唱会，吸引约四万名歌迷参加，为台湾乐团举办演唱会歌迷人数最高纪录的保持人。2003年11月11日乐团推出第四张专辑，也是复出后第一张作品《时光机》。
在2004年夏天，五月天第三次参与电影的配乐制作，替电影《五月之恋》制作音乐，与之前不同的是，这次乐团吉他手石头也参与了演出。2004年11月5日他们推出第五张录音室专辑《神的孩子都在跳舞》，2005年入围第十六届金曲奖“最佳乐团奖”。
之后五月天举办为期半年，首次的世界售票巡回演唱会“Final Home 当我们混在一起”，自2004年12月25日至2005年5月1日，在台湾、美国、中国大陆、新加坡、马来西亚、日本和香港进行多场演出。在演唱会结束后，推出现场记录专辑《Final Home》。在推出五张专辑后，在2005年8月推出精选辑《知足just my pride最真杰作选》，分为台语（Disc Sea）和国语歌曲（Disc Sky）两张CD。

从滚石到相信音乐 (2006至今)

2006年，五月天与滚石唱片策略长陈勇志合作，以股东身份成立“相信音乐”，旗下拥有十组艺人（包括了五月天、品冠、强辩乐团、丁当、宇宙人、刘若英、Magic Power(魔幻力量)以及旺福乐团、严爵）的经纪合约和他们的全部音乐版权，唱片发行在2006-2008年由滚石唱片负责，而2009年1月开始则交由环球唱片发行。

2006－2007：“为爱而生”专辑与“离开地球表面”演唱会

五月天的第六张录音室专辑《为爱而生》在2006年12月29日推出。“离开地球表面”则为本年度的世界巡回演唱会，为“Final Home”之后的大型巡回演唱会，从香港起跑，台湾在7月20日到7月22日之间举办三场，同时于台湾首场当日（7月20日）发行了《离开地球表面JUMP THE WORLD! 2007 极限大碟》。

2008：“后青春期的诗”与“十万人出头天”重返中山足球场

《为爱而生》推出约两年后的2008年10月23日，五月天发行了第七张录音室专辑《后青春期的诗》。首批出货的CONCERT版专辑内附一张12月13日中山足球场“五万人出头天新歌飙唱会 GREEN DAY”的门票，以专辑内门票及歌词本兑换当天入场手环，这是五月天自2000年“十万青年站出来”后首度回到中山足球场开唱。

2009－2010：第三座“最佳乐团奖”与“DNA”演唱会

2009年3月19日，五月天正式对外宣布，命名为“D.N.A五月天创造演唱会”的2009年世界巡回演唱会即将于5月20日至5月22日从香港起跑。3月20日发行“十万人出头天 Live DVD”与“后青春期的诗 MV 影音全集”，由环球唱片发行，代表与滚石合作告一段落。
2009年5月，作为五月天的本命月，15日公布第20届金曲奖流行音乐作品类入围名单，五月天凭借《后青春期的诗》再度入围“最佳乐团”，〈你不是真正的快乐〉入围“年度最佳歌曲”，〈我心中尚未崩坏的地方〉、〈如烟〉双双入围“最佳歌词”，为五月天出道以来入围最多奖项的一次。最后，五月天第三次夺得“最佳乐团奖”。
2010演唱会主题以延续2009年“创造DNA”为主，到曾经造访过的国家举行以“变形DNA”为主题的演唱会。演唱会结束后，五月天开始筹备新专辑，短期内不会有大型巡回演出。

乐队成员

五月天最早由陈信宏(阿信)、吉他手温尚翊(怪兽)和当时的鼓手钱佑达在师大附中组成（当时为“So Band”乐团），后来加入玛莎和石头。五月天在发行第一张专辑为止前共更换过三次鼓手，除了创始团员之一的钱佑达，之后为陈泳锠、任柏璋（Robert，现为浊水溪公社鼓手）和目前的冠佑。
",五月天
203,暂无歌手信息,灵空GTech
204,"Hawthorne Heights乐队2001年成立于俄亥俄州西南部城市Dayton，最早乐队叫A Day In The Life，成立之初还是在简单的模彷green day,blink 182,戏剧性的先后换掉当初所有5名成员后更名为Hawthorne Heights，新乐队改变了原有的风格并且开始了高速的创作，他们在音乐融里入melodic punk（旋律punk）和hxc（硬核）/emo，乐队独特的气质把这些时髦的元素交融的不温不火，同时不落俗套。之后乐队自费同Descendents, From Autumn To Ashes ，Coheed游历了五个国家并且开始了他们的巡演生涯。2003年11月的一个周六，Victory Records的总裁Tony Brummel在例行公事般的听了乐队毛遂自荐的demo cd后立即决定要签下了这个名不见经传的年轻乐队，后来乐队的表现证明了Tony Brummel的眼光独而并非是一时的冲动。随即五个年轻人奔赴芝加哥开始了第一支单曲《Ohio is for lovers》录制工作，从此成为了一支真正的职业乐队。《Ohio is for lovers》推出后便在网络和电台得到了极高的支持率，以至很多人都开始对俄亥俄充满向往，他们打电话到电台和乐队的公司，想知道这群家伙究竟是什么乐队。《Ohio is for lovers》的大受欢迎让公司对乐队充满信心，他们请来制作人Sean O’Keefe（曾经制作过Fall Out Boy, Spitalfield）开始为乐队录制处女专辑《The Silence In Black And White》，为了这张专辑，乐队在录音室里整整呆上了四个礼拜。谈到乐队的第一次正式录音经历，五个年轻人难掩内心的激动，“事实上JT 同样是我们乐队不可或缺的吉他手，同Micah和Casey一道，他们三名吉他手为整张专集贡献了风格各异却又彼此融合的riff,这也极大的丰富了每一首歌的层次”鼓手Eron补充道“我们不会疏忽录音中任何一个细节，我们在这四个礼拜从容不迫的进行了很多编配上的实验，这不仅仅是一张令我们骄傲的唱片，还是乐队进步的有力证明”。
　　在美国历史上，俄亥俄州从未被认知为一个浪漫的地方，不过Hawthorne Heights的出现使这种情况发生了令人难以置信的改变。就象木马乐队《美丽的南方》，使得“南方”在所有乐迷心中产生膜拜的温暖，Hawthorne Heights音乐里的俄亥俄应该是温情的，有着澹澹的忧伤和一丝怀旧的情结.Hawthorne Heights用他们的音乐情绪定义了俄亥俄州的浪漫。
　　“同我们的音乐一样, Hawthorne Heights从来就不是一支高调的乐队,我们只是在努力的实现着乐队成立之初的梦想”主唱JT说道”我们要做职业乐队,四处旅行,展示我们的音乐和激情,仅此而已”
　　低调,敏锐,同俄亥俄州众多的地下乐队一样, Hawthorne Heights给emo带来一丝不同的味道.是否能亲自去俄亥俄寻找浪漫这并不重要,重要的是每一个听过Hawthorne Heights音乐的人,也许都能从中找到一份属于自己的浪漫.",Hawthorne Heights
205,"Dustin J. O'Halloran (born 8 September 1971) is an American pianist and composer.

He has worked with Sara Lov for Devics, and was featured on the soundtrack of the film Marie Antoinette. Additionally, he worked to create all of the music for the soundtrack of the film An American Affair. He currently lives in Berlin, Germany.

O'Halloran's ""Prelude 2"" was featured in an Audi A5 advert,[1] and ""Opus 36"" was featured in BBC's Top Gear during the Vietnam Special. O'Halloran's ""Opus 12"" was also featured in a Brita water commercial in early 2010.

In November 2010, O'Halloran signed to Fat Cat Records' imprint 130701, with a new album announced for a February 2011 release.",Dustin O'Halloran
206,"Valentin Brunn is a German producer, better known by his stage name Virtual Riot. At the age of 20, he has released several albums and EPs, most notably ""There Goes Your Money."" He was inspired at a young age by artists such as Skrillex and BT. He has had numerous Beatport chart hits including ""One For All, All For One "" with Razihel and ""Cali Born"" with Helicopter Showdown.[1] Other electronic music outlets, such as YourEDM, have called his music ""non-traditional"" and ""edgy,"" comparing him to artists like Savant.[2] Virtual Riot has amassed over 90,000 followers on SoundCloud And increasing rapidly, where he has released 97 tracks and increasing, beginning with a ""rock-pop"" piece entitled ""Wake Me Up"", and most recently with his collaboration with SectionZ artist Mr. Bill called ""Thwek"" which has been in the Beatport Dubstep Top 10 Charts for more than 2 weeks. He also has exceeded 150,000 subscribers on YouTube where he uploads songs, monologues and tutorials on music production. Prior to producing under the alias ""Virtual Riot"", Valentin Brunn produced under another alias. He stated in a livestream on his Twitch.tv account that his works under that alias are somewhere on YouTube. His studio mascot is a little elephant his girlfriend bought him for his 20th birthday.",Virtual Riot
207,"
            The Chainsmokers are an American, New York City-based, disc jockey/producer/songwriter duo consisting of members Andrew Taggart and Alex Pall. 
The duo rose to fame with their 2014 hit ""#Selfie"".
    ",The Chainsmokers
